112102_fluff;A vaják egy ujjmozdulattal meg tud gyújtani egy mécsest… vagy elégethet egy ellenséget.
112102_name;Geralt: Igni
112102_tooltip;<keyword=deploy>Lehelyezés</keyword>: Megsemmisíti a legerôsebb egységeket az ellenséges soron, ha az adott sor összértéke {Power2}, vagy nagyobb.\n<keyword=initiative>Kezdeményezés</keyword>: Megsemmisíti a legerôsebb egységeket az ellenséges soron, ha az adott sor összértéke {Power} vagy nagyobb.
112103_fluff;Ha ez kell a világ megmentéséhez, akkor jobb, ha hagyjuk azt elpusztulni.
112103_name;Ríviai Geralt
112103_tooltip;<keyword=deploy>Lehelyezés</keyword>: Megsemmisít egy {power} vagy nagyobb erejû ellenséget.
112104_fluff;Néhányan szörnynek tartanak. Egy vérszomjas, kegyetlen szörnynek.
112104_name;Regis
112104_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} pont sebzést okoz minden egységnek az ellenséges soron.\nHa bármelyik megsemmisül, megismétli a képességét.
112105_fluff;Láthatatlanná válik egy pillanat alatt. A pillantásával mély álomba szenderít, aztán iszik egy nagyot, denevérré változik, majd elrepül. Elég faragatlan.
112105_name;Regis: Felsôbb vámpír
112105_tooltip;<keyword=order>Parancs</keyword>: Sebez egy ellenséges egységet az azon lévô erôsítés mértékével, majd erôsíti magát a sebzés mértékével.
112106_fluff;Tudok magamra vigyázni, hidd el!
112106_name;Triss Merigold
112106_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=ranged>Távolsági</keyword>): <keyword=reveal>Feltár</keyword> egy véletlenszerû egységet a paklidból, és annak erejével megsebez egy ellenséges egységet.
112107_fluff;Emlegetik még Három Csóka Borch-ként is… nem a legjobbak a névadásban.
112107_name;Villentretenmerth
112107_tooltip;{counter} kör után elpusztítja a legerôsebb egységet a csatatéren.
112108_fluff;A varázslat káosz, mûvészet és tudomány. Ez egy átok, áldás és a haladás egyben.
112108_name;Vengerbergi Yennefer
112108_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=melee>Közelharci</keyword>): {damage} pont sebzést okoz az összes többi egységnek.\n<keyword=deploy>Lehelyezés</keyword> (<keyword=ranged>Távolsági</keyword>): {boost} ponttal erôsíti az összes többi egységet.
112109_fluff;Elnézését kérem! Az egzotikus madárkáim okosak, csak egy ici-picit buják. Tíz táler a szépségért.
112109_name;Zoltán: Gazfickó
112109_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=melee>Közelharci</keyword>): <keyword=spawn>Teremt</keyword> egy <b>Duda: Agitátort</b> és lehelyezi.\n<keyword=deploy>Lehelyezés</keyword> (<keyword=ranged>Távolsági</keyword>): <keyword=spawn>Teremt</keyword> egy <b>Duda: Bajtársat</b> és lehelyezi.
112110_fluff;Tudod mikor válik a tündérmesébôl történet? Amikor az emberek elkezdenek hinni benne.
112110_name;Ciri: Lendület
112110_tooltip;{Counter} köröd után húzz egy kártyát!
112111_fluff;Egy koncentrált energia robbanás, ami elsöpör mindent, ami az útjába áll. Jól jön, ha megfeledkeztél a kulcsokról.
112111_name;Geralt: Aard
112111_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=melee>Közelharci</keyword>): {Damage} pont sebzést okoz {Maxtargets} ellenséges egységnek, majd átmozgatja ôket a <keyword=ranged>Távolsági</keyword> sorra.
112112_fluff;A szabad Elfek között egy maroknyi Aen Saevherne, avagy Bölcs található. Igazi rejtélyek, a legendák mellett.
112112_name;Avallac'h: Bölcs
112112_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=ranged>Távolsági</keyword>): Ki tudsz játszani egy mûalkotást a paklidból.
112113_fluff;Egy jó varázslónônek tudnia kell, hogy mikor varázsoljon a jéggel… és mikor a tûzzel!
112113_name;Yennefer: Elemek varázslója
112113_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: {Damage} pont sebzést okoz a legerôsebb ellenséges egységeknek.\n<keyword=cooldown>Lehiggadás</keyword>: {Cooldown}.
112201_fluff;A Váltányt, számos más neve mellett hívják még: utánzó, duplázó, bosszantgató… vagy doppler néven.
112201_name;Dudu
112201_tooltip;<keyword=deploy>Lehelyezés</keyword>: Átalakítja magát egy ellenséges egység alap másolatává.
112202_fluff;Egy egyszerû vaják vagyok, a Farkas iskolából. Nem harcolok sárkányokkal, nem cimborálok királyokkal, és nem alszom varázslónôkkel…
112202_name;Eskel
112202_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=adrenaline>Adrenalin</keyword> {Adrenaline-1}): <keyword=summon>Megidézi</keyword> Vesemirt és Lambertet a paklidból.
112203_fluff;Ha fel akarnak akasztani, kérj vizet! Bármi megtörténhet, mire hoznak.
112203_name;Vesemir
112203_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=adrenaline>Adrenalin</keyword> {Adrenaline-1}): <keyword=summon>Megidézi</keyword> Eskelt és Lambertet a paklidból.
112204_fluff;Na ez az a fajta tárgyalás, amit megértek!
112204_name;Lambert
112204_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=adrenaline>Adrenalin</keyword> {Adrenaline-1}): <keyword=summon>Megidézi</keyword> Eskelt és Vesemirt a paklidból.
112205_fluff;Sose állj a nôstény sárkány és az ivadéka közé!
112205_name;Myrgtabrakke
112205_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} pont sebzést okoz {MaxTargets} ellenségnek.
112206_fluff;A Kvarc-hegy Mestere, a Megsemmisítô, Trajan Mészárosa. Szabad idejében szereti a hosszú sétákat, és a gyertyafényes vacsorákat.
112206_name;Ocvist
112206_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: {Damage} pont sebzést okoz minden ellenséges egységnek.
112207_fluff;Legalább már tudod, hogy nem könnyen veszítem el a fejemet.
112207_name;Olgierd von Everec
112207_tooltip;<keyword=order>Parancs</keyword>: <keyword=heal>Gyógyítja</keyword> magát.\n<keyword=cooldown>Lehiggadás</keyword>: {Cooldown}.
112208_fluff;Ahogy az idô és a tér összeomlik elôttünk, úgy kiteljesednek mögöttünk. Ha így vesszük, az egyik mozgatásával a másik is mozog.
112208_name;Mûködtetô
112208_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=spawn>Teremt</keyword> egy másolatot egy kezedben lévô egységbôl erre és a szemközti sorra.
112209_fluff;Múúú!
112209_name;Díjnyertes tehén
112209_tooltip;<keyword=order>Parancs</keyword>: Átalakítás: Ördögfattyú.
112210_fluff;Geralt, beszélnünk kell, mint ember a lovával! Ne vedd sértésnek, de a lovagló képességed... hagy némi kivetnivalót, haver.
112210_name;Keszeg
112210_tooltip;Amikor arany kártyát játszol ki, <keyword=summon>Idézd meg</keyword> ezt az egységet a paklidból egy véletlenszerûen választott sorodra!
112211_fluff;Az élet anélkül, hogy megízlelnéd az ízét a "cseles trükközgetésnek" olyan, mint csigát nyalni terítôn keresztül.
112211_name;Johnny
112211_tooltip;Amikor speciális kártyát játszol ki, {Damage} pont sebzést okoz egy véletlenszerû ellenséges egységnek.
112212_fluff;Kicsi Sára játszani akar!
112212_name;Sára
112212_tooltip;Amikor speciális kártyát játszol ki, {Boost} ponttal erôsít egy véletlenszerû szövetséges egységet.
112213_fluff;Talán majd felfedezem, hogy nagyszerûen nézek ki fülek, vagy kezek nélkül. Nyilván a Koldusok Királya elfogadja mindkettôt részleges fizetésnek.
112213_name;Francis Bedlam
112213_tooltip;Minden köröd végén, {Boost} ponttal erôsíti a leggyengébb egységedet a kezedben.
112214_fluff;Mióta az apja meghalt, azóta egy igazi kurafi.
112214_name;Cyprian Wiley
112214_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=banish>Számûz</keyword> egy egységet, amelynek {Power}, vagy kevesebb ereje van.
112215_fluff;Olyan kevésre emlékszem, mégis... amikor a rózsámra gondolok, elkezdem felidézni mindazt, ami volt.
112215_name;Iris von Everec
112215_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=vitality>Vitalitást</keyword> biztosít {Targets} szövetséges egységnek {Vitality} körre.
112401_fluff;Azt mondják, az unikornisok kedvelik a szüzeket. Mivel manapság olyan nehéz szüzeket találni, mint unikornisokat, így senki sem tudta igazolni ezt a feltételezést.
112401_name;Unikornis
112401_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Boost} ponttal erôsíti egy egységedet. Ha a Chironex már lent van, megduplázza ezt az értéket.
112402_fluff;"Istenek, ez nem unikornis! Ez egy…"! (Az utolsó szavai Vilemarnak, a híres ritkaság gyûjtônek.)
112402_name;Chironex
112402_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} pont sebzést okoz egy egységnek. Ha az Unikornis már lent van, megduplázza ezt az értéket.
112403_fluff;Száz szót is ismer. Nyolcvan ebbôl káromkodás, a többi, összekötô szó.
112403_name;Duda: Bajtárs
112403_tooltip;<keyword=doomed>Kárhozott</keyword>\n{Boost} ponttal erôsíti minden egységedet a soron.
112404_fluff;Zoltán papagájának rendkívüli képessége, hogy idegesíteni tud bárkit, aki vele van. Beleértve Zoltánt is.
112404_name;Duda: Agitátor
112404_tooltip;<keyword=doomed>Kárhozott</keyword>\n{Damage} pont sebzést okoz minden egységnek a soron.
112405_fluff;A pokolfajzat kinézetre kicsit hasonlít egy szarvasra. Egy óriási, gonosz szarvasra.
112405_name;Pokolfajzat
112405_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Boost} ponttal erôsíti minden <keyword=deathwish>Halálvágy</keyword> képességû egységedet a kezedben.
113101_fluff;A Végsô Kor idején Hemdall majd eljô, hogy szembenézzen a Morhogg földjérôl jött ördögökkel: a kísértetek légióival, a démonokkal és a káosz fantomjaival!
113101_name;Ragnarök
113101_tooltip;<keyword=pyroclasm>Piroklasztot</keyword> <keyword=spawn>Teremt</keyword> minden szövetséges sorra, {counter} körre.
113102_fluff;A dzsinn, jó urak, teljesít három kívánságot. Aztán felszabadul, és elmenekül ismeretlen dimenziókba.
113102_name;Az utolsó kívánság
113102_tooltip;Nézd meg a pakli legfelsô {Maxtargets} kártyáját, majd játssz ki egyet és <keyword=banish>Számûzd</keyword> a többit!
113201_fluff;Amikor kifogysz a parasztokból, a csalik is megfelelô nyílvesszô-fogók.
113201_name;Csali
113201_tooltip;Keverj vissza egy szövetséges egységet a csatatérrôl a paklidba, majd játszd ki a legfelsô egységet!
113202_fluff;Az ég hirtelen elsötétedett, és felhôk tornyosultak a város fölé. Növekedett az ördögi sötétség, és hideg szélvihar támadt. "Ó, egek," zihálta Yennefer. "Azt hiszem elég nagy felfordulást csináltunk."
113202_name;Merigold jégvihara
113202_tooltip;{Damage} pont sebzést okoz {Maxtargets} ellenséges egységnek.
113203_fluff;Ez nem egy normális vihar. Ez itt az égiek haragja.
113203_name;Skelligei vihar
113203_tooltip;<keyword=storm>Vihart</keyword> <keyword=spawn>Teremt</keyword> egy ellenséges sorra, {counter} körre.
113204_fluff;Stammelford, a varázsló elmozdított egy hegyet, ami zavarta a kilátását a tornyából. A szóbeszéd szerint ezt csak úgy csinálhatta, hogy megbéklyózta D'ao-t, a földelementált.
113204_name;Stammelford földrengése
113204_tooltip;{Damage} pont sebzést okoz minden ellenséges egységnek.
113205_fluff;Fontos része minden boszorkányvadász felszerelésének. Egy tompa villanás, és a legerôsebb varázslóból is vágásra kész sertéskocsonya lesz.
113205_name;Dimeritium bomba
113205_tooltip;{Damage} pont sebzést okoz egy egységnek és <keyword=veil>Lepel</keyword> kerül rá.
113206_fluff;Tedd Deireadh, a Végsô Kor. A világ megsemmisül a Fehér Fagy által.
113206_name;Hóvihar
113206_tooltip;Megsemmisíti a leggyengébb egységet.\n<keyword=initiative>Kezdeményezés</keyword>: Megsemmisíti a leggyengébb egységeket.
113207_fluff;Plusz egy a morálra, mínusz egy a hallásra.
113207_name;Parancsnoki kürt
113207_tooltip;{Boost} ponttal erôsíti {maxtargets} szomszédos egységedet.
113208_fluff;Vaedermakar, a druida parancsol az elemeknek. Lecsendesíti a viharokat, pusztító jégverést kavar, villámokat idéz, ami az ellenségeit hamuvá porlasztja. Szóval, melegen ajánlom… a legnagyobb tisztelettel kezeld ôt.
113208_name;Vaedermakar
113208_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=melee>Közelharci</keyword>): {Counter} egységgel növeli miden sorra kifejtett hatás idôtartamát.\n<keyword=deploy>Lehelyezés</keyword> (<keyword=ranged>Távolsági</keyword>): {Counter2} egységgel csökkenti minden sorra kifejtett hatás idôtartamát.\nHa már leraktad a Viharjogar kártyát, {Counter3} egységgel növeli, vagy csökkenti az idôtartamot helyette.
113209_fluff;Néhány Alzur gyalázatos teremtményeibôl még mindig kóborul a világban. Köztük az a szörnyû Viyek, aki lemészárolta az ôt létrehozó mágusát, és elpusztította fél Maribort, mielôtt elmenekült volna Riverdell sötét erdejébe.
113209_name;Alzur dupla keresztje
113209_tooltip;Játszd ki a legerôsebb egységet a paklidból!
113301_fluff;Nincs rá esélyünk, hogy olyan bonyolult dolgot skandáljunk ki, mint Alzur Villáma. Alzurnak, úgy mondják, a hangja olyan volt, mint a harangé, a beszéde, mint a szónoké.
113301_name;Alzur villáma
113301_tooltip;{Damage} pont sebzést okoz egy egységnek.
113302_fluff;Legjobb dolog a fagyásban? Az elesettek teste nem rothad olyan gyorsan.
113302_name;Rettentô fagy
113302_tooltip;<keyword=frost>Fagyot</keyword> <keyword=spawn>Teremt</keyword> egy ellenséges sorra, {counter} kör erejéig.
113303_fluff;Ragyog a nap, Dromle! Ragyog a nap! Talán végül mégis van remény…
113303_name;Tiszta égbolt
113303_tooltip;{Boost} ponttal erôsíti minden egységedet a szövetséges soron.
113305_fluff;Egy jó parancsnok álma… és egy rossz rémálma.
113305_name;Sûrû köd
113305_tooltip;<keyword=fog>Ködöt</keyword> <keyword=spawn>Teremt</keyword> egy ellenséges sorra, {Counter} kör erejéig.
113306_fluff;Gyorsabban öl, mint ahogy ki tudnád mondani a Nilfgaard császárának teljes titulusát.
113306_name;Mantikór méreg
113306_tooltip;{Damage} pont sebzést okoz {MaxTargets} ellenséges egységnek.
113307_fluff;A bestia vadul nekik rontott, düh parázslott a szemében. Nem érzett sem fájdalmat, sem a védôk csapásait. Semmi sem állhatott az útjába…
113307_name;Adrenalin roham
113307_tooltip;{Boost} ponttal erôsíti egy szövetséges egységedet, ha nincs másik egység az adott sorban.
113308_fluff;A járványok nem tisztelnek sem embert, sem határokat.
113308_name;Járvány
113308_tooltip;Megsemmisít egy {cost} ellátási költségû egységet.
113309_fluff;Geralt hátrált egy lépést. Látott már embereket korábban, akiket eltaláltak tûzvésszel. Pontosabban, látta mi maradt belôlük.
113309_name;Tûzvész
113309_tooltip;Kiegyenlíti az összes ellenséges egység erejét és sebzi ôket {Damage} ponttal.
113310_fluff;A tavasz és a megújulás szimbólumáról, a fecskérôl kapta ez a fôzet a nevét. Gyorsítja a sebek gyógyulási idejét.
113310_name;Fecske
113310_tooltip;{Boost} ponttal erôsíti egy szövetséges egységedet.
113311_fluff;A vaják arca megváltozott… nem látszott emberinek, borzalmas volt.
113311_name;Villámfôzet
113311_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: Erôsít egy szövetséges egységet {Boost} ponttal. \n<keyword=charge>Töltet</keyword>: {Charges}.
113312_fluff;Ezen a vidéken még az esônek is gonosz a szaga.
113312_name;Felhôszakadás
113312_tooltip;<keyword=rain>Esôt</keyword> <keyword=spawn>Teremt</keyword> egy ellenséges sorra, {counter} körre.
113313_fluff;Minden férfi, nô és gyerek Skellige szigetein ketté tud szelni egy ellenséget fejszével, de csak néhány kiválasztott szeli le az ellenség fülét dühödt csatakiáltással.
113313_name;An Craite üvöltô
113313_tooltip;<keyword=Bloodthirst>Vérszomj</keyword>: {Bloodthirst}: A köröd végén, {boost} ponttal növeli a saját erejét.
113315_fluff;Ha elég sokáig bámulsz a mélységbe, a mélység visszabámul rád!
113315_name;Bekker sötét tükre
113315_tooltip;Válassz egy egységet! Ha az erôsítve van, sebezd az erôsítés értékének duplájával! Ha sebezve van, erôsítsd a sebzés értékének duplájával!
113316_fluff;Medicus curat, magicae sanat (az orvos kezel, a természet gyógyít).
113316_name;Megújulás
113316_tooltip;Kijátszik egy egységet a temetôdbôl, amelynek az ellátási költsége {provision}, vagy kevesebb, majd <keyword=doomed>Kárhozottá</keyword> teszi.
113319_fluff;A mágus kezeit a háta mögé csavarták, majd megbilincselték. A Redániai jól megrántotta a láncot. Terranova elordította magát, megingott, visszahajlott, majd elôre dôlt, aztán öklendezett és nyögdécselt. Ez egyértelmûen a rajta lévô béklyó érdeme volt.
113319_name;Dimeritium bilincs
113319_tooltip;<keyword=lock>Zárol</keyword> egy egységet, majd {Damage} pont sebzést okoz neki.
113320_fluff;Ha eleget eszel belôle, a világ már sosem lesz ugyanolyan…
113320_name;Mardroeme gomba
113320_tooltip;{Damage} pont sebzést okoz egy egységnek, majd {Boost} ponttal erôsíti.
12_name_b;Ignorált.
12_name_sa;Ignorált.
122101_fluff;Nem voltam jó apa, tudom, de… talán még nem késô.
122101_name;Véres Báró
122101_tooltip;<keyword=formation>Formáció</keyword>.\n<keyword=order>Parancs</keyword>: Alaphelyzetbe állítja egy egység erejét.\n<keyword=inspired>Inspirált</keyword>: Ha az egység erôsítve volt, annyi <keyword=bleeding>Vérzést</keyword> okozol neki, amennyi erôsítést elvesztett.
122102_fluff;Egy hazafi… és egy pattanás az ember seggén.
122102_name;Vernon Roche
122102_tooltip;<keyword=disloyal>Áruló</keyword>.\n<keyword=deploy>Lehelyezés</keyword>: Kijátssza a legfelsô {MaxTargets} kártyát a paklidból.
122103_fluff;Annak a térnek a halott katonáim nevét kellene viselnie, nem az enyémet!
122103_name;John Natalis
122103_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=melee>Közelharci</keyword>): Kijátszik egy Hadviselés kártyát a paklidból.
122104_fluff;Hamarosan eltûnik a királyok ereje, és a szövetségünk elfoglalja a megérdemelt helyét.
122104_name;Philippa Eilhart
122104_tooltip;Ignorált.
122105_fluff;Tényleg azt hitted, hogy lóvá tehetsz azzal a mesével, amit most húztál ki a valagadból?
122105_name;Zsíros zsebek
122105_tooltip;<keyword=order>Parancs</keyword>: {Coins} <keyword=coin>Érmét</keyword> kapsz. <keyword=charge>Töltet</keyword>: {Charges}\nAmikor Gaztett kártyát játszol ki, kapsz {Coins2} <keyword=coin>Érmét</keyword>.\n\nEz a képesség {Template.Provision} ponttal növeli a paklid ellátási korlátját.
122106_fluff;Medikus vagyok. Úgy teszek, mintha tudnám mit csinálok, amikor felírok valamit.
122106_name;Shani
122106_tooltip;<keyword=shield>Pajzs</keyword>. <keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: Kijátszik egy egységet a temetôdbôl.\n<keyword=cooldown>Lehiggadás</keyword>: {Cooldown}\n\nGyôzz le egy elit ellenfelet a fejlôdéshez!
122107_fluff;Szás úr… a nyílvesszôink, ezeknek… ezeknek szárnyaik vannak!
122107_name;Triss: Pillangók
122107_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Boost} ponttal erôsít egy véletlenszerû egységet a kezedben .
122108_fluff;Ha ma kell meghalnom, kívánom, hogy szétzúzva lássam annak okát.
122108_name;Keira Metz
122108_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=vitality>Vitalitást</keyword> ad minden szövetséges egységnek ezen a soron. A mértéke azonos az egységek alap erejével.
122201_fluff;Kökörcsin, te cinikus vagy, egy kéjenc, hazug, valamint a legjobb barátom.
122201_name;Kökörcsin
122201_tooltip;<keyword=order>Parancs</keyword>: {Boost} ponttal erôsíti egy egységedet a paklidban.\n<keyword=cooldown>Lehiggadás</keyword>: {Cooldown}.\n<keyword=inspired>Inspirált</keyword>: A köröd végén, {Boost2} ponttal erôsíti a paklid legfelsô egységét.
122202_fluff;Képzeld el Kökörcsint nôi ruhában, és egy átfogó képet kapsz a lányról!
122202_name;Priscilla
122202_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: {boost} ponttal <keyword=heal>Gyógyít</keyword> egy szövetséges egységet, és alaphelyzetbe állítja a <keyword=cooldown>Lehiggadását</keyword>.\n<keyword=inspired>Inspirált</keyword>: {Boost} ponttal erôsíti egy szövetséges egységedet és alaphelyzetbe állítja a <keyword=cooldown>Lehiggadását</keyword>.
122203_fluff;Kopj le! Nem vagyunk mind széptevôk. Némelyikünknek van esze…
122203_name;Thaler
122203_tooltip;<keyword=formation>Formáció</keyword>.\n<keyword=order>Parancs</keyword>: Ha egyik fél sem passzolt, és az ellenfeled keze nincs tele, mindkét játékos húzhat egy kártyát.
122204_fluff;Better to live one day as a king than a whole life as a beggar.
122204_name;Ves
122204_tooltip;<keyword=deploy>Deploy</keyword>: Damage an enemy unit by {Damage}.\n<keyword=order>Order</keyword>: Give an allied unit <keyword=zeal>Zeal</keyword>.\n<keyword=cooldown>Cooldown</keyword>: {Cooldown}.
122205_fluff;A Szövetségünkbôl hiányzik az alázat. A hatalomvágyunk okozhatja a vesztünket.
122205_name;Tansarville-i Síle
122205_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} pont sebzést okoz egy ellenséges egységnek.\n<keyword=order>Parancs</keyword>: {Damage} pont sebzést okoz egy ellenséges egységnek.
122206_fluff;A Kaedweni vadon leánya.
122206_name;Sabrina Glevissig
122206_tooltip;<keyword=disloyal>Áruló</keyword>.\n<keyword=deathwish>Halálvágy</keyword>: {Damage} pont sebzést okoz mindet egységnek ezen a soron.
122207_fluff;I once made a prisoner vomit his own entrails… Ah, good times…
122207_name;Dethmold
122207_tooltip;<keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: Boost all allied Mages by {boost}.
122208_fluff;Aranyból készült vértet visel. Persze, hogy egy gyökér.
122208_name;Stennis herceg
122208_tooltip;<keyword=deploy>Lehelyezés</keyword> (<keyword=melee>Közelharci</keyword>): {Boost} ponttal erôsíti egy szövetséges egységedet.\n<keyword=deploy>Lehelyezés</keyword> (<keyword=ranged>Távolsági</keyword>): {Boost2} ponttal erôsíti {MaxTargets} szövetséges egységedet.
122209_fluff;Csatlakozni Ravodid király seregéhez. Parancs megkapva, hajócskák ôrizve.
122209_name;Trollololo
122209_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: Elveszíti az összes <keyword=armor>Páncélját</keyword>, majd erôsíti magát annak értékével.\nAmikor kijátszol egy speciális kártyát, {Armor} <keyword=armor>Páncélt</keyword> kap.
122210_fluff;They said the queen was prone to outbursts, but I did not expect that…
122210_name;Princess Pavetta
122210_tooltip;<keyword=deploy>Deploy</keyword>: Shuffle a bronze unit and all copies of it from your graveyard into your deck.
122211_fluff;I care only about what's good for Aretuza and my pupils.
122211_name;Margarita Laux-Antille
122211_tooltip;<keyword=zeal>Zeal</keyword>.\n<keyword=order>Order</keyword>: <keyword=lock>Lock</keyword> an enemy unit.
122212_fluff;Kevesen tudnak többet a gyógyításról, mint Nenneke.
122212_name;Nenneke
122212_tooltip;<keyword=zeal>Hév</keyword>.\n<keyword=order>Parancs</keyword>: {Boost} ponttal erôsít egy szövetséges egységet.\n<keyword=charge>Töltet</keyword>: {Charges}
122213_fluff;Drinkin' without Odrin is like rowin' without a paddle.
122213_name;Odrin
122213_tooltip;<keyword=resupply>Resupply</keyword>: Boost self by {Boost}.\n<keyword=inspired>Inspired</keyword>: Boost self by {Boost2} instead.
122214_fluff;Forward, you sorry sods! Forward or you'll see the Nilfgaardians are the least of your worries!
122214_name;Kaedweni Sergeant
122214_tooltip;<keyword=formation>Formáció</keyword>.\n<keyword=order>Parancs</keyword>: {Boost} ponttal erôsíti egy szövetséges egységedet. <keyword=charge>Töltet</keyword>: {Charges}
122216_fluff;Everyone wantin' to trade in Novigrad's got a clear choice - agree terms with Cleaver or kiss their knees farewell.
122216_name;Carlo Varese
122216_tooltip;<keyword=deploy>Deploy</keyword> (<keyword=melee>Melee</keyword>): Damage an enemy unit by {Damage} for each card in your hand.
122301_fluff;Amik a nyílpuskák akarnak lenni, ha felnônek.
122301_name;Balliszta
122301_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} pont sebzést okoz egy ellenséges egységnek.\n<keyword=order>Parancs</keyword>: {Damage2} pont sebzést okoz egy ellenséges egységnek.
122302_fluff;Never manages to hit the same place twice, which, upon further reflection, might constitute a real problem.
122302_name;Reinforced Ballista
122302_tooltip;<keyword=formation>Formation</keyword>. <keyword=order>Order</keyword>: Damage a unit by {damage}. <keyword=cooldown>Cooldown</keyword>: {Cooldown}.\n<keyword=resupply>Resupply</keyword>: Reduce the <keyword=cooldown>Cooldown</keyword> by {Cooldown2}.
122303_fluff;Castle won't batter itself down, now will it? Get them trebuchets rollin'!
122303_name;Bombardment
122303_tooltip;Split {Damage} damage randomly between all enemy units. Increase the damage by {Counter} for each Siege Engine you control.
122304_fluff;The latest rage in assaults on walled cities.
122304_name;Siege Tower
122304_tooltip;<keyword=deploy>Lehelyezés</keyword>: Gain <keyword=vitality>Vitalitás</keyword> for {Restoration} turns.\n<keyword=crew>Legénység</keyword>: Boost self by {Boost} instead.
122306_fluff;See this here tattoo? 'At's me, hackin' at a dragon. A DRAGON, m'lady.
122306_name;Reaver Hunter
122306_tooltip;Ignorált.
122307_fluff;Haven't had much luck with monsters of late, so we enlisted.
122307_name;Reaver Scout
122307_tooltip;Ignorált.
122308_fluff;A dicsôségért! Radovidért!
122308_name;Redániai lovag
122308_tooltip;<keyword=barricade>Barikád</keyword>: A köröd végén {Boost} ponttal erôsíti magát.\nAmikor ezen egység elveszíti a <keyword=armor>Páncélját</keyword>, átmozog a másik sorodba és megsebzi a legerôsebb ellenséges egységet {Damage} ponttal.
